,AGE07,EDCL07,MARRIED07,KIDS07,LIFECL07,OCCAT107,INCOME07,RISK07,WSAVED07,SPENDMOR07,NETWORTH07,TrueRiskTol
16951,48,3,1,3,3,2,297128.38918,3,3,4,2250664.3697,4.646214169616705
16952,48,3,1,3,3,2,297128.38918,3,3,4,2608981.1561,4.639076978022246
16953,48,3,1,3,3,2,297128.38918,3,3,4,2234094.8073,4.646214169616705
16954,48,3,1,3,3,2,297128.38918,3,3,4,2550987.6878,4.647005403849683
16970,61,4,1,1,5,1,2364247.3978,2,3,2,58035927.825,1.085634971850829
16971,61,4,1,1,5,1,2406846.45,2,3,2,57251980.405,1.0801474371696185
16972,61,4,1,1,5,1,2385546.9239,2,3,2,62310874.918,1.0579657277201597
16973,61,4,1,1,5,1,2396196.6869,2,3,2,62276700.196,1.0666514455375418
16974,61,4,1,1,5,1,2417496.213,2,3,2,60260391.574,1.0684788181044156
16975,54,2,2,3,4,2,15974.644579,3,3,4,316167.96212,1.7381851236755574
16977,54,2,2,3,4,2,18104.59719,3,3,4,159896.27694,2.3295604435953194
16980,42,2,1,2,3,1,74548.341371,3,1,4,375714.82691,18.650962350205802
16981,42,2,1,2,3,1,73483.365065,3,1,4,376129.06597,18.466035115470262
16982,42,2,1,2,3,1,74548.341371,3,1,4,373540.07185,18.690442152709217
16983,42,2,1,2,3,1,73483.365065,3,1,4,375300.58785,18.621731935028507
16984,42,2,1,2,3,1,74548.341371,3,1,4,377786.02221,18.57161446268084
16985,66,3,2,0,5,1,195955.64017,3,1,5,1770064.2129,0.9663848385459131
16986,66,3,2,0,5,1,195955.64017,3,1,5,1770064.2129,0.9621296464759483
16987,66,3,2,0,5,1,194890.66387,3,1,5,1771099.8106,0.9673965832861948
16988,66,3,2,0,5,1,195955.64017,3,1,5,1770996.2508,0.9626309258128167
16989,66,3,2,0,5,1,194890.66387,3,1,5,1770064.2129,0.9606262384380297
17000,47,2,1,1,3,1,100107.7727,3,3,2,210070.98302,14.603018709438786
17001,47,2,1,1,3,1,100107.7727,3,3,2,209346.06466,14.603018709438786
17002,47,2,1,1,3,1,100107.7727,3,3,2,210371.30634,14.603018709438786
17003,47,2,1,1,3,1,99042.796392,3,3,2,208206.90725,14.527702748285002
17004,47,2,1,1,3,1,99042.796392,3,3,2,210278.10255,14.527702748285002
17015,45,3,1,2,3,1,156551.51688,2,3,4,1278963.096,14.4643279152104
17016,45,3,1,2,3,1,156551.51688,2,3,4,1278963.096,15.291145592007602
17017,45,3,1,2,3,1,156551.51688,2,3,4,1279998.6937,14.01550394235471
17019,45,3,1,2,3,1,156551.51688,2,3,4,1278963.096,15.291145592007602
17035,73,4,1,0,6,3,1053261.5659,3,2,2,18250337.361,0.4896364712861841
17036,73,4,1,0,6,3,1052196.5896,3,2,2,16950662.312,0.46427837745912337
17037,73,4,1,0,6,3,1053261.5659,3,2,2,17241665.251,0.4884363091035026
17038,73,4,1,0,6,3,1053261.5659,3,2,2,15248139.778,0.4921632162478834
17039,73,4,1,0,6,3,1051131.6133,3,2,2,16750791.966,0.4690257631621572
17045,40,4,1,0,2,1,130992.08555,2,1,4,3763672.5343,15.437296058513272
17046,40,4,1,0,2,1,130992.08555,2,1,4,2113758.3605,15.437296058513272
17047,40,4,1,0,2,1,130992.08555,2,1,4,2329059.1117,15.437296058513272
17048,40,4,1,0,2,1,130992.08555,2,1,4,2555813.5728,15.437296058513272
17049,40,4,1,0,2,1,130992.08555,2,1,4,2309869.4873,15.437296058513272
17067,65,3,1,0,5,2,212995.26106,3,3,4,2456644.742,3.6953055510825346
17070,61,4,1,0,5,1,129927.10925,3,3,5,649319.72567,2.3321082458893594
17071,61,4,1,0,5,1,129927.10925,3,3,5,650355.32332,2.3566320018794693
17072,61,4,1,0,5,1,128862.13294,3,3,5,662782.4951,2.325904327501637
17073,61,4,1,0,5,1,128862.13294,3,3,5,656568.90921,2.330097601381813
17074,61,4,1,0,5,1,128862.13294,3,3,5,656568.90921,2.338834149691383
17081,68,2,2,0,6,3,10543.265422,4,3,4,50205.774004,0.8579692233920642
17082,68,2,2,0,6,3,10436.767792,4,3,4,52204.477466,0.8748504072235075
17083,68,2,2,0,6,3,10436.767792,4,3,4,50247.19791,0.8647348280518163
17084,68,2,2,0,6,3,10436.767792,4,3,4,52308.037231,0.8891700143733542
17085,68,2,1,1,5,1,117147.39358,4,3,4,99728.05356,1.0993749786513534
17086,68,2,1,1,5,1,117147.39358,4,3,4,99003.135206,1.0993749786513534
17087,68,2,1,1,5,1,117147.39358,4,3,4,97139.059438,1.0993749786513534
17088,68,2,1,1,5,1,117147.39358,4,3,4,93514.467668,1.0993749786513534
17089,68,2,1,1,5,1,117147.39358,4,3,4,108427.07381,1.0993749786513534
17095,65,2,2,0,6,3,25559.431327,4,3,4,517177.46571,0.8507104200903095
17096,65,2,2,0,6,3,25559.431327,4,3,4,515416.94971,0.8432516625145159
17097,65,2,2,0,6,3,25559.431327,4,3,4,515624.06924,0.8435110457951964
17098,65,2,2,0,6,3,25559.431327,4,3,4,515520.50947,0.8486369355539133
17099,65,2,2,0,6,3,25559.431327,4,3,4,515416.94971,0.8485072376978459
17110,51,4,1,2,3,2,186370.85343,3,2,4,6891902.3514,1.602609650541539
17111,51,4,1,2,3,2,186370.85343,3,2,4,6830802.0901,1.602609650541539
17112,51,4,1,2,3,2,186370.85343,3,2,4,6098634.5526,1.602609650541539
17113,51,4,1,2,3,2,186370.85343,3,2,4,6840122.469,1.602609650541539
17114,51,4,1,2,3,2,186370.85343,3,2,4,6320252.4494,1.602609650541539
17151,58,4,2,0,5,1,48988.910043,3,2,5,626660.84912,2.3995155349092565
17154,58,4,2,0,5,1,44729.004822,3,2,5,627996.77008,2.283013559169934
17173,60,2,1,0,5,1,69223.459844,4,3,4,317928.47812,2.5615962827453687
17175,62,4,1,0,5,2,212995.26106,4,3,1,4294209.2097,3.29312170691166
17176,62,4,1,0,5,2,214060.23736,4,3,1,4294209.2097,3.300878924772778
17177,62,4,1,0,5,2,212995.26106,4,3,1,4295244.8073,3.29312170691166
17178,62,4,1,0,5,2,212995.26106,4,3,1,4294209.2097,3.29312170691166
17179,62,4,1,0,5,2,212995.26106,4,3,1,4294209.2097,3.29312170691166
17191,34,4,1,3,3,1,145901.75383,3,3,2,251815.92423,30.05943468462296
17195,44,4,2,0,1,1,126732.18033,1,3,5,1360878.87,5.046860171711421
17196,44,4,2,0,1,1,124602.22772,1,3,5,952335.59765,5.010659652674038
17197,44,4,2,0,1,1,127797.15664,1,3,5,1119998.857,5.064960463273106
17198,44,4,2,0,1,1,125667.20402,1,3,5,1121862.9327,5.028759901274845
17199,44,4,2,0,1,1,127797.15664,1,3,5,1191972.8935,5.064960463273106
17200,76,4,2,0,5,2,153356.58796,3,3,3,5020059.6016,0.476390089456874
17201,76,4,2,0,5,2,162515.38419,3,3,3,4995308.8178,0.4766096622471576
17202,76,4,2,0,5,2,157616.49318,3,3,3,5010842.7825,0.4767717194853507
17203,76,4,2,0,5,2,108308.09025,3,3,3,4994169.6604,0.4766056634018197
17204,76,4,2,0,5,2,154421.56427,3,3,3,5010739.2227,0.476634796575943
17210,53,4,1,1,3,1,169331.23254,3,3,4,731131.93991,7.526930559780929
17211,53,4,1,1,3,1,169331.23254,3,3,4,730096.34226,7.55675990275862
17212,53,4,1,1,3,1,169331.23254,3,3,4,730096.34226,7.579497808138657
17213,53,4,1,1,3,1,169331.23254,3,3,4,730096.34226,7.571883171525869
17214,53,4,1,1,3,1,169331.23254,3,3,4,729060.74461,7.549250779842704
17225,64,4,1,0,5,1,1054326.5422,2,3,4,6125560.0914,1.8165972031615
17227,64,4,1,0,5,1,1054326.5422,2,3,4,6146272.0444,1.8587940282993864
17228,64,4,1,0,5,1,1054326.5422,2,3,4,6040641.0843,1.8319601790807494
17229,64,4,1,0,5,1,1054326.5422,2,3,4,6036498.6937,1.611604545222236
17245,82,3,1,2,5,2,420665.64059,3,3,1,36778214.892,0.5144067103109098
17246,82,3,1,2,5,2,425990.52212,3,3,1,36834137.165,0.5144067103109098
17247,82,3,1,2,5,2,447290.04822,3,3,1,36938732.528,0.5144067103109098
17248,82,3,1,2,5,2,388716.35143,3,3,1,37092000.98,0.5144067103109098
17249,82,3,1,2,5,2,431315.40364,3,3,1,36840350.751,0.5144067103109098
17265,45,3,1,2,3,1,85198.104423,2,3,3,203494.93795,19.07711160631189
17266,45,3,1,2,3,1,85198.104423,2,3,3,201527.30242,19.164735406371506
17267,45,3,1,2,3,1,85198.104423,2,3,3,201630.86218,19.07711160631189
17268,45,3,1,2,3,1,85198.104423,2,3,3,202562.90007,19.07711160631189
17269,45,3,1,2,3,1,85198.104423,2,3,3,204219.8563,19.07711160631189
17272,52,1,1,0,2,2,80938.199202,3,3,4,1229047.2894,3.273251298940353
17273,52,1,1,0,2,2,60703.649402,3,3,4,742937.7531,2.8915421355844177
17274,52,1,1,0,2,2,73483.365065,3,3,4,965280.56826,3.1700140655053626
17281,65,2,1,0,5,1,80938.199202,4,3,3,-5281.548008,1.4288710925898565
17282,65,2,1,0,5,1,80938.199202,4,3,3,-5799.346832,1.4295426086073055
17290,38,4,1,2,3,1,93717.914866,3,3,4,814186.87133,12.736285395801982
17292,38,4,1,2,3,1,93717.914866,3,3,4,818639.94121,13.151567364982832
17293,38,4,1,2,3,1,93717.914866,3,3,4,850432.78903,12.736285395801982
17294,38,4,1,2,3,1,93717.914866,3,3,4,813151.27368,13.070548548947535
17355,70,4,1,0,6,3,3727417.0685,2,3,2,41870248.53,0.4624749866950758
17356,70,4,1,0,6,3,3727417.0685,2,3,2,44764743.958,0.4621857585139221
17357,70,4,1,0,6,3,3727417.0685,2,3,2,46123448.073,0.462365364025648
17358,70,4,1,0,6,3,3727417.0685,2,3,2,43576913.455,0.4615279473931506
17359,70,4,1,0,6,3,3727417.0685,2,3,2,43900019.922,0.4617112608277467
17365,67,1,1,0,5,2,217787.65443,3,3,5,2038573.9713,1.355547944566774
17366,67,1,1,0,5,2,217787.65443,3,3,5,2042716.3619,1.3529128797829746
17367,67,1,1,0,5,2,217787.65443,3,3,5,1994043.2724,1.3560132273296044
17368,67,1,1,0,5,2,217787.65443,3,3,5,2012684.03,1.3560132273296044
17369,67,1,1,0,5,2,218852.63074,3,3,5,2037538.3736,1.3572989504678235
17370,67,4,1,0,6,3,2204500.952,3,3,5,44308045.395,0.5885208269118828
17371,67,4,1,0,6,3,2204500.952,3,3,5,44308045.395,0.5885208269118828
17372,67,4,1,0,6,3,2204500.952,3,3,5,44308045.395,0.5885208269118828
17373,67,4,1,0,6,3,2204500.952,3,3,5,44308045.395,0.5885591357701099
17374,67,4,1,0,6,3,2204500.952,3,3,5,44308045.395,0.5885591357701099
17375,50,4,2,0,1,1,61768.625707,2,3,4,197695.59112,11.159478031923996
17376,50,4,2,0,1,1,61768.625707,2,3,4,198627.629,9.823570439662735
17377,50,4,2,0,1,1,60703.649402,2,3,4,197592.03135,10.432950274102293
17378,50,4,2,0,1,1,61768.625707,2,3,4,198627.629,10.449016459572313
17379,50,4,2,0,1,1,61768.625707,2,3,4,198731.18877,9.963113842635213
17381,65,4,1,0,5,1,1821109.4821,4,3,5,167904843.53,2.2033394716541133
17383,65,4,1,0,5,1,2598542.1849,4,3,5,195236202.04,3.3942044478331015
17385,78,4,1,0,5,1,2077768.7716,3,3,5,20319461.463,0.4631182184216588
17386,78,4,1,0,5,1,1374884.4101,3,3,5,17710790.986,0.46313858591170565
17387,78,4,1,0,5,1,2216215.6913,3,3,5,19687746.897,0.4630242930169632
17388,78,4,1,0,5,1,1928672.0889,3,3,5,19596614.304,0.4632150702303146
17389,78,4,1,0,5,1,1310985.8318,3,3,5,19667034.944,0.4631496189923198
17395,63,4,1,0,5,2,14717972.539,3,3,3,295786157.67,8.02835332601144
17396,63,4,1,0,5,2,14717972.539,3,3,3,277133490.63,8.115767431602997
17397,63,4,1,0,5,2,14717972.539,3,3,3,285901999.48,7.5873416038131385
17399,63,4,1,0,5,2,14717972.539,3,3,3,263384067.77,8.265032721305264
17425,54,4,2,0,1,3,29819.336548,4,2,4,248750.55519,3.0315692268186893
17426,54,4,2,0,1,3,29819.336548,4,2,4,248750.55519,3.0315692268186893
17427,54,4,2,0,1,3,29819.336548,4,2,4,248750.55519,3.0315692268186893
17428,54,4,2,0,1,3,30884.312854,4,2,4,248750.55519,3.068668549336701
17429,54,4,2,0,1,3,29819.336548,4,2,4,248750.55519,3.0315692268186893
17430,79,4,1,0,6,3,2587892.4219,3,3,4,41823646.636,0.47482390900153504
17431,79,4,1,0,6,3,2577242.6588,3,3,4,41824682.234,0.47482390900153504
17432,79,4,1,0,6,3,2587892.4219,3,3,4,41824682.234,0.47482390900153504
17433,79,4,1,0,6,3,2587892.4219,3,3,4,41823646.636,0.47482390900153504
17434,79,4,1,0,6,3,2577242.6588,3,3,4,41823646.636,0.47482390900153504
17445,70,4,1,0,6,3,6038415.651,4,3,4,92403271.391,0.5528120326354922
17446,70,4,1,0,6,3,5868019.4422,4,3,4,127122718.16,0.581166944092618
17447,70,4,1,0,6,3,5846719.9161,4,3,4,91694922.6,0.5718573856036662
17448,70,4,1,0,6,3,5910618.4944,4,3,4,153585344.87,0.5379458412869025
17449,70,4,1,0,6,3,5985166.8357,4,3,4,97970644.35,0.591371476178238
17470,47,4,2,0,1,1,111822.51206,3,3,5,1042225.4735,6.192182337781752
17471,47,4,2,0,1,1,111822.51206,3,3,5,903455.38863,6.192182337781752
17472,47,4,2,0,1,1,112887.48836,3,3,5,884814.63096,6.217282171519179
17473,47,4,2,0,1,1,112887.48836,3,3,5,829927.95558,6.217282171519179
17474,47,4,2,0,1,1,111822.51206,3,3,5,824749.96734,6.192182337781752
17485,28,1,1,1,3,1,30884.312854,4,1,4,79150.728282,53.7569845098292
17495,42,3,2,3,4,2,138446.91969,2,3,4,1145992.3579,10.283551486059661
17499,42,3,2,3,4,2,139511.89599,2,3,4,945707.7727,10.60082054179166
17516,55,2,2,0,5,1,33014.265464,3,3,5,229799.11822,5.969047811933942
17519,55,2,2,0,5,1,33014.265464,3,3,5,143948.07315,5.969047811933942
17520,55,4,1,0,5,1,106497.63053,4,3,5,738381.12345,3.6664882948996738
17521,55,4,1,0,5,1,106497.63053,4,3,5,741487.91639,3.636921367433587
17522,55,4,1,0,5,1,106497.63053,4,3,5,728025.14696,3.6642224529810097
17523,55,4,1,0,5,1,106497.63053,4,3,5,769449.05291,3.6393330789794334
17524,55,4,1,0,5,1,106497.63053,4,3,5,745733.86675,3.667093873895623
17530,49,4,1,2,3,1,340792.41769,3,3,3,3586274.6571,4.822868458555259
17531,49,4,1,2,3,1,340792.41769,3,3,3,3571776.29,4.804914074735409
17532,49,4,1,2,3,1,340792.41769,3,3,3,3593523.8406,4.8586798805199525
17533,49,4,1,2,3,1,340792.41769,3,3,3,3595595.0359,4.821916246646289
17534,49,4,1,2,3,1,340792.41769,3,3,3,3546921.9464,4.820964845489293
17535,59,4,1,2,5,2,271568.95785,3,1,5,2725693.0111,2.916458229230559
17536,59,4,1,2,5,2,271568.95785,3,1,5,2725693.0111,2.916458229230559
17537,59,4,1,2,5,2,271568.95785,3,1,5,2725693.0111,2.9277386209808443
17538,59,4,1,2,5,2,271568.95785,3,1,5,2725693.0111,2.93149901808325
17539,59,4,1,2,5,2,271568.95785,3,1,5,2724657.4135,2.9352595463194735
17540,66,4,1,1,6,3,288608.57873,3,2,5,4849703.7884,0.6743058168940252
17541,66,4,1,1,6,3,282218.7209,3,2,5,4849703.7884,0.6718821747876101
17542,66,4,1,1,6,3,293933.46026,3,2,5,4849703.7884,0.6763260455629998
17543,66,4,1,1,6,3,261984.1711,3,2,5,4849703.7884,0.6642121229588857
17544,66,4,1,1,6,3,291803.50765,3,2,5,4849703.7884,0.6755178975647487
17553,77,4,2,0,6,3,33014.265464,3,3,4,247973.85696,0.5693459302314674
17562,22,2,1,0,2,1,37274.170685,4,2,2,4463.4258654,77.95799207965104
17565,64,4,1,0,5,2,189565.78234,3,1,4,4273911.4958,1.4742256249807941
17566,64,4,1,0,5,2,189565.78234,3,1,4,4272875.8981,1.4826604870835973
17567,64,4,1,0,5,2,189565.78234,3,1,4,4273911.4958,1.490791969801145
17568,64,4,1,0,5,2,189565.78234,3,1,4,4273911.4958,1.4894903892642728
17569,64,4,1,0,5,2,189565.78234,3,1,4,4272875.8981,1.4744271689301733
17600,55,4,1,0,5,1,179980.99559,2,2,5,913086.44677,9.847619821381915
17601,55,4,1,0,5,1,179980.99559,2,2,5,913086.44677,9.861806968042886
17602,55,4,1,0,5,1,179980.99559,2,2,5,991895.42782,8.9472975146743
17604,55,4,1,0,5,1,179980.99559,2,2,5,986717.43958,8.95458356337252
17607,35,3,1,2,3,4,266244.07632,3,3,2,3191711.953,29.93704930723481
17640,53,4,2,1,4,2,249204.45544,3,2,1,12204311.169,5.5449612492000275
17641,53,4,2,1,4,2,250269.43174,3,2,1,9725504.6375,5.5087109880270635
17642,53,4,2,1,4,2,250269.43174,3,2,1,10228080.176,5.494573348527872
17643,53,4,2,1,4,2,250269.43174,3,2,1,8281467.2763,5.5563351025991246
17644,53,4,2,1,4,2,252399.38435,3,2,1,7617649.1835,5.52668745457324
17655,31,4,1,2,3,1,117147.39358,2,3,2,-26925.53886,59.566439889642055
17656,31,4,1,2,3,1,117147.39358,2,3,2,-25786.38145,59.566439889642055
17657,31,4,1,2,3,1,117147.39358,2,3,2,-26925.53886,59.566439889642055
17658,31,4,1,2,3,1,117147.39358,2,3,2,-25786.38145,59.566439889642055
17659,31,4,1,2,3,1,117147.39358,2,3,2,-26925.53886,59.566439889642055
17660,48,2,1,3,3,2,0.0,4,3,1,801076.20509,8.062874238576164
17661,48,2,1,3,3,2,0.0,4,3,1,557721.11365,8.359472750577686
17662,48,2,1,3,3,2,0.0,4,3,1,172478.78837,7.77224105744498
17663,48,2,1,3,3,2,0.0,4,3,1,603277.05421,8.668025745543193
17664,48,2,1,3,3,2,0.0,4,3,1,1323017.42,8.476242010237844
17665,75,4,2,0,6,3,12460222.772,3,3,4,193422093.86,0.45287074105317826
17666,75,4,2,0,6,3,16622150.173,3,3,4,191582043.96,0.45253244047553
17667,75,4,2,0,6,3,12705167.322,3,3,4,225371524.04,0.4529627356910825
17668,75,4,2,0,6,3,13612527.134,3,3,4,193367517.86,0.45282905615937036
17669,75,4,2,0,6,3,15413402.067,3,3,4,193471181.19,0.4528774282593105
17676,87,4,2,0,5,2,27913028.962,3,3,5,501559617.57,0.5008317479881252
17679,87,4,2,0,5,2,27401840.335,3,3,5,502319746.24,0.494750690668189
17702,56,4,1,1,5,1,308843.12854,3,3,2,2047376.5513,2.7581963455720953
17703,56,4,1,1,5,1,308843.12854,3,3,2,2048412.1489,2.754564581485501
17704,56,4,1,1,5,1,308843.12854,3,3,2,2047376.5513,2.7908884833244474
17705,64,4,1,0,5,2,4430301.43,2,3,3,74992803.723,1.5754377517660871
17706,64,4,1,0,5,2,4121458.3015,2,3,3,82802245.591,1.5130570079044272
17707,64,4,1,0,5,2,4196006.6429,2,3,3,137666137.82,1.530552940607302
17708,64,4,1,0,5,2,4164057.3537,2,3,3,126483754.41,1.4634217638723441
17709,64,4,1,0,5,2,4121458.3015,2,3,3,76995649.575,1.5283582427863576
17720,74,4,1,0,5,1,4536799.0606,2,3,1,73450798.824,0.4655153863636343
17721,74,4,1,0,5,1,4536799.0606,2,3,1,75336622.142,0.4654583863636343
17722,74,4,1,0,5,1,4536799.0606,2,3,1,79395129.327,0.4655026363636343
17723,74,4,1,0,5,1,4611347.4019,2,3,1,73326527.106,0.4654636363636343
17724,74,4,1,0,5,1,4547448.8236,2,3,1,75533385.696,0.4655911363636343
17725,55,1,2,1,5,1,23429.478716,3,1,5,49035.548661,3.366983315719135
17726,55,1,2,1,5,1,23429.478716,3,1,5,49035.548661,3.366983315719135
17727,55,1,2,1,5,1,23429.478716,3,1,5,49035.548661,3.366983315719135
17728,55,1,2,1,5,1,23429.478716,3,1,5,49035.548661,3.366983315719135
17729,55,1,2,1,5,1,23429.478716,3,1,5,46964.353364,3.366983315719135
17740,81,2,2,0,6,3,13844.691969,3,1,2,458945.80993,0.4827316176467962
17741,81,2,2,0,6,3,22364.502411,3,1,2,494290.75767,0.48901315789436073
17750,54,3,1,3,3,1,44196.51667,4,1,5,41941.704768,3.638179243185254
17751,54,3,1,3,3,1,44196.51667,4,1,5,48776.649249,3.5043218540515904
17765,63,4,1,0,6,3,99468.786914,3,3,2,803105.97649,2.26384419377215
17766,63,4,1,0,6,3,99468.786914,3,3,2,686187.00196,2.21392763556641
17767,63,4,1,0,6,3,99468.786914,3,3,2,1277409.6995,2.262319356996002
17768,63,4,1,0,6,3,99468.786914,3,3,2,635546.27694,2.2269815176348495
17769,63,4,1,0,6,3,99468.786914,3,3,2,655015.51274,2.26384419377215
17774,45,4,1,2,3,1,222580.04781,3,3,2,1791376.8125,5.594227488240017
17775,72,2,1,0,6,3,880735.40448,3,3,4,12606330.176,0.4860755830419017
17776,72,2,1,0,6,3,614491.32815,3,3,4,14228076.094,0.48926096815385034
17777,72,2,1,0,6,3,687974.69322,3,3,4,13125164.598,0.4903135914756115
17778,72,2,1,0,6,3,827486.58921,3,3,4,16717652.841,0.4981480203470955
17779,72,2,1,0,6,3,751873.27154,3,3,4,14879467.015,0.4839021544829196
17785,87,4,1,0,6,3,87328.057034,3,2,1,1590677.9882,0.5016754465908987
17786,87,4,1,0,6,3,87328.057034,3,2,1,2008023.8406,0.49541338070901375
17787,87,4,1,0,6,3,87328.057034,3,2,1,1806082.2992,0.4977138157895691
17788,87,4,1,0,6,3,87328.057034,3,2,1,1653849.4448,0.498534467559973
17789,87,4,1,0,6,3,87328.057034,3,2,1,1939674.3958,0.49559527017925886
17795,80,1,1,0,6,3,82535.66366,3,2,5,3651310.1894,0.4706002747252444
17796,80,1,1,0,6,3,86582.57362,3,2,5,3218326.8125,0.47040573089695514
17797,80,1,1,0,6,3,78169.260809,3,2,5,3312151.9595,0.46996978021975944
17798,80,1,1,0,6,3,79234.237114,3,2,5,3222158.5238,0.4696403940887274
17799,80,1,1,0,6,3,85198.104423,3,2,5,1933875.049,0.47332142857134474
17800,62,4,1,0,5,2,83068.151813,4,3,4,205980.37231,6.48006491143166
17801,62,4,1,0,5,2,60703.649402,4,3,4,979054.01698,4.564436873039702
17802,62,4,1,0,5,2,69223.459844,4,3,4,389384.71587,5.391631075635277
17804,62,4,1,0,5,2,64963.554623,4,3,4,655119.0725,5.066687856991001
17815,41,1,2,0,1,2,31949.289159,4,3,2,132038.7002,12.712988971015399
17816,41,1,2,0,1,2,31949.289159,4,3,2,131003.10255,12.712988971015399
17817,41,1,2,0,1,2,31949.289159,4,3,2,132038.7002,12.712988971015399
17818,41,1,2,0,1,2,31949.289159,4,3,2,131003.10255,13.01091291765118
17819,41,1,2,0,1,2,31949.289159,4,3,2,131003.10255,12.712988971015399
17840,23,1,1,2,3,1,29819.336548,4,3,5,30964.369693,76.14847530631164
17841,23,1,1,2,3,1,29819.336548,4,3,5,33035.56499,76.14847530631164
17842,23,1,1,2,3,1,29819.336548,4,3,5,35106.760287,76.14847530631164
17843,23,1,1,2,3,1,29819.336548,4,3,5,35106.760287,76.14847530631164
17844,23,1,1,2,3,1,29819.336548,4,3,5,29928.772044,76.14847530631164
17846,65,3,2,1,6,3,31949.289159,2,2,5,277747.28935,0.9491509016216653
17848,65,3,2,1,6,3,31949.289159,2,2,5,278886.44677,0.9663263118149972
17849,65,3,2,1,6,3,31949.289159,2,2,5,276815.25147,0.9780171300980343
17890,61,4,1,0,6,3,2981933.6548,3,3,2,13935001.96,2.600689888030974
17891,61,4,1,0,6,3,2981933.6548,3,3,2,16534352.057,2.3635820130254506
17892,61,4,1,0,6,3,2981933.6548,3,3,2,15643738.08,2.4189610084390316
17893,61,4,1,0,6,3,2981933.6548,3,3,2,16056941.541,2.38475443766384
17894,61,4,1,0,6,3,2981933.6548,3,3,2,14638172.763,2.528444372737674
17900,59,4,1,1,5,1,534618.10526,2,3,2,5450350.4246,1.9660589720419948
17901,59,4,1,1,5,1,536748.05787,2,3,2,5553910.1894,1.9320688179831342
17902,59,4,1,1,5,1,534618.10526,2,3,2,5750673.7427,1.8945430092350226
17904,59,4,1,1,5,1,537813.03417,2,3,2,5471062.3775,1.9174253541631825
17918,57,4,1,0,5,1,93717.914866,3,2,2,238705.258,6.616770319699164
17936,62,3,1,0,5,2,176786.06668,4,3,5,1853719.791,2.3706898384107267
17937,62,3,1,0,5,2,167201.27993,4,3,5,1831972.2404,2.3167570878483397
17975,48,3,2,1,4,1,36209.19438,1,2,5,19572.795558,16.87538762685251
17976,48,3,2,1,4,1,36209.19438,1,2,5,14705.48661,16.87538762685251
17977,48,3,2,1,4,1,37274.170685,1,2,5,25786.38145,17.12897337041815
17978,48,3,2,1,4,1,37274.170685,1,2,5,18122.95885,17.114808224622912
17979,48,3,2,1,4,1,39404.123296,1,2,5,14084.128021,17.62117150895006
17985,50,4,1,1,3,1,70288.436149,2,3,1,108748.10908,14.120452157915977
17986,50,4,1,1,3,1,70288.436149,2,3,1,88781.786414,14.136535399973576
17987,50,4,1,1,3,1,70288.436149,2,3,1,154283.33769,14.122171827136324
17988,50,4,1,1,3,1,70288.436149,2,3,1,79533.899412,14.019355185693339
17989,50,4,1,1,3,1,70288.436149,2,3,1,140385.61724,14.14633641002792
17992,55,4,1,0,5,2,8242916.603,2,3,4,122210878.51,1.63356467842907
17993,55,4,1,0,5,2,8306815.1813,2,3,4,118876254.08,1.6682588554315658
17995,34,2,2,2,4,1,41534.075906,1,1,2,165488.50425,15.189060033525873
17996,34,2,2,2,4,1,42599.052212,1,1,2,165488.50425,15.611460251642729
17997,34,2,2,2,4,1,41534.075906,1,1,2,165488.50425,15.409459223863829
17998,34,2,2,2,4,1,42599.052212,1,1,2,165488.50425,15.170663472926469
17999,34,2,2,2,4,1,41534.075906,1,1,2,165488.50425,14.968662445147569
18010,55,2,1,2,5,1,133122.03816,4,3,4,359455.94383,7.0115573283955275
18013,55,2,1,2,5,1,133122.03816,4,3,4,257967.37427,6.485850558682706
18015,64,4,1,0,5,1,118212.36989,2,3,2,57672.43305,2.053059369835066
18016,64,4,1,0,5,1,118212.36989,2,3,2,56636.835402,2.053059369835066
18017,64,4,1,0,5,1,118212.36989,2,3,2,57775.992815,2.0600577206935307
18018,64,4,1,0,5,1,118212.36989,2,3,2,57775.992815,2.0600577206935307
18019,64,4,1,0,5,1,118212.36989,2,3,2,57672.43305,2.0600577206935307
18020,35,4,1,2,3,1,179980.99559,1,3,4,341747.22404,31.875660927353557
18023,35,4,1,2,3,1,176786.06668,1,3,4,340711.62639,31.568250626064355
18035,30,3,2,0,1,1,50053.886349,1,1,1,47533.932071,42.92940849204768
18036,30,3,2,0,1,1,51118.862654,1,1,1,45048.497714,43.90768598812927
18037,30,3,2,0,1,1,50053.886349,1,1,1,52629.072502,43.43901003790796
18038,30,3,2,0,1,1,51118.862654,1,1,1,48590.241672,43.85165463302435
18039,30,3,2,0,1,1,51118.862654,1,1,1,38078.925539,43.87163022685225
18050,63,4,2,0,6,3,31949.289159,1,1,5,1205073.2038,1.4384313304768335
18051,63,4,2,0,6,3,31949.289159,1,1,5,1205073.2038,1.3619660112611984
18053,63,4,2,0,6,3,33014.265464,1,1,5,1205083.5598,1.4175800693711489
18054,63,4,2,0,6,3,33014.265464,1,1,5,1205083.5598,1.4558240270568574
18065,37,4,1,1,3,1,127797.15664,3,3,4,516245.42782,23.568059999735752
18066,37,4,1,1,3,1,127797.15664,3,3,4,546277.75963,23.568059999735752
18067,37,4,1,1,3,1,127797.15664,3,3,4,515209.83018,23.568059999735752
